"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","VEHICLE_ID","VEHICLE_YEAR_MANUF","VEHICLE_BODY_STYLE","VEHICLE_MAKE","Vehicle Type Desc","SEX","AGE","Age Group","Road User Type Desc"
"T20190003506","19/2/19",12:30:00,"Collision with vehicle","Tuesday","Day",3,3,"Cross intersection",2,80,"C",2015,"VAN","FORD","Panel Van","M",45,"40-49","Drivers"
"T20190003509","23/2/19",10:00:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,100,"A",2008,"WAGON","NISSAN","Station Wagon","M",66,"64-69","Drivers"
"T20190003510","23/2/19",02:57:00,"Collision with vehicle","Saturday","Dark Street lights on",3,2,"Not at intersection",1,50,"A",2008,"SEDAN","HOLDEN","Car","M",31,"30-39","Drivers"
"T20190003511","21/2/19",17:30:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",3,60,"A",2003,"WAGON","MAZDA","Car","F",67,"64-69","Drivers"
"T20190003511","21/2/19",17:30:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",3,60,"B",2007,"SEDAN","HYNDAI","Car","F",18,"17-21","Drivers"
"T20190003512","23/2/19",10:45:00,"Collision with vehicle","Saturday","Day",2,14,"Not at intersection",2,100,"A",2002,"BUS","TOYOTA","Mini Bus(9-13 seats)","M",45,"40-49","Drivers"
"T20190003512","23/2/19",10:45:00,"Collision with vehicle","Saturday","Day",2,14,"Not at intersection",2,100,"B",2018,"T SDS","ISUZU","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",32,"30-39","Drivers"
"T20190003513","22/2/19",16:30:00,"Collision with vehicle","Friday","Unknown",2,2,"Multiple intersection",3,50,"B",2013,"WAGON","HYNDAI","Car","F",65,"64-69","Drivers"
"T20190003516","11/2/19",15:15:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,999,"A",2008,"WAGON","FORD","Station Wagon","F",21,"17-21","Drivers"
"T20190003516","11/2/19",15:15:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,999,"B",2012,"SEDAN","FORD","Car","F",48,"40-49","Drivers"
"T20190003521","21/2/19",17:30:00,"Collision with vehicle","Thursday","Day",2,2,"Multiple intersection",3,60,"A",2004,"SEDAN","NISSAN","Car","F",59,"50-59","Drivers"
"T20190003521","21/2/19",17:30:00,"Collision with vehicle","Thursday","Day",2,2,"Multiple intersection",3,60,"B",2006,"UTIL","FORD","Utility","M",39,"30-39","Drivers"
"T20190003522","23/2/19",11:08:00,"Struck Pedestrian","Saturday","Day",1,2,"Not at intersection",2,60,"A",2017,"WAGON","AUDI","Station Wagon","M",67,"64-69","Drivers"
"T20190003523","23/2/19",13:00:00,"Collision with vehicle","Saturday","Day",2,6,"Cross intersection",3,60,"A",2018,"WAGON","TOYOTA","Station Wagon","U",NA,"unknown","Drivers"
"T20190003523","23/2/19",13:00:00,"Collision with vehicle","Saturday","Day",2,6,"Cross intersection",3,60,"B",2015,"WAGON","TOYOTA","Station Wagon","F",36,"30-39","Drivers"
"T20190003526","23/2/19",14:00:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",2,80,"A",2008,"SEDAN","SUBARU","Car","F",22,"22-25","Drivers"
"T20190003526","23/2/19",14:00:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",2,80,"B",2005,"SED","TOYOTA","Car","M",19,"17-21","Drivers"
"T20190003529","23/2/19",16:04:00,"Collision with vehicle","Saturday","Day",3,5,"T intersection",2,100,"A",2005,"SEDAN","HYNDAI","Car","F",88,"70+","Drivers"
"T20190003529","23/2/19",16:04:00,"Collision with vehicle","Saturday","Day",3,5,"T intersection",2,100,"B",1991,"SEDAN","MAZDA","Car","F",42,"40-49","Drivers"
"T20190003534","23/2/19",15:40:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,70,"A",2007,"DC UTE","FORD","Utility","M",35,"30-39","Drivers"
"T20190003534","23/2/19",15:40:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,70,"B",2018,"WAGON","JAGUAR","Station Wagon","F",55,"50-59","Drivers"
"T20190003535","23/2/19",15:08:00,"Collision with a fixed object","Saturday","Day",1,1,"Not at intersection",3,70,"A",2013,"WAGON","HOLDEN","Station Wagon","M",46,"40-49","Drivers"
"T20190003536","23/2/19",15:05:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",2,70,"A",2015,"SEDAN","VOLKS","Car","F",20,"17-21","Drivers"
"T20190003536","23/2/19",15:05:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",2,70,"B",2009,"UTIL","MITSUB","Utility","M",47,"40-49","Drivers"
"T20190003537","18/2/19",08:10:00,"Struck Pedestrian","Monday","Unknown",1,2,"Not at intersection",3,999,"A",2009,"S WAG","HOLDEN","Station Wagon","F",39,"30-39","Drivers"
"T20190003538","23/2/19",18:09:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,60,"A",1990,"WAGON","NISSAN","Station Wagon","M",22,"22-25","Drivers"
"T20190003538","23/2/19",18:09:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,60,"B",0,"SEDAN","HOLDEN","Car","M",16,"16-17","Drivers"
"T20190003540","23/2/19",15:23:00,"Collision with vehicle","Saturday","Day",3,5,"T intersection",1,80,"A",2002,"SEDAN","HOLDEN","Car","F",89,"70+","Drivers"
"T20190003540","23/2/19",15:23:00,"Collision with vehicle","Saturday","Day",3,5,"T intersection",1,80,"B",1990,"WAGON","MITSUB","Station Wagon","M",18,"17-21","Drivers"
"T20190003540","23/2/19",15:23:00,"Collision with vehicle","Saturday","Day",3,5,"T intersection",1,80,"C",2001,"TRAY","NISSAN","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",19,"17-21","Drivers"
"T20190003541","23/2/19",16:35:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",1,60,"B",1998,"WAGON","HONDA","Station Wagon","M",27,"26-29","Drivers"
"T20190003542","23/2/19",18:47:00,"Collision with a fixed object","Saturday","Day",1,1,"T intersection",2,60,"A",2011,"WAGON","FORD","Station Wagon","M",77,"70+","Drivers"
"T20190003544","23/2/19",16:00:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,50,"A",2017,"UTIL","HOLDEN","Utility","U",NA,"unknown","Drivers"
"T20190003544","23/2/19",16:00:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,50,"B",2004,"SEDAN","TOYOTA","Car","F",55,"50-59","Drivers"
"T20190003545","23/2/19",18:10:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,50,"A",2014,"WAGON","MAZDA","Station Wagon","F",32,"30-39","Drivers"
"T20190003545","23/2/19",18:10:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,50,"B",2005,"WAGON","NISSAN","Station Wagon","F",22,"22-25","Drivers"
"T20190003546","23/2/19",14:30:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,70,"A",2016,"SEDAN","VOLKS","Car","M",69,"64-69","Drivers"
"T20190003546","23/2/19",14:30:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,70,"B",2007,"DC UTE","NISSAN","Utility","M",29,"26-29","Drivers"
"T20190003547","23/2/19",17:24:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",1,80,"A",2018,"P MVR","KENWOR","Prime Mover B-Double","M",42,"40-49","Drivers"
"T20190003548","23/2/19",18:45:00,"Collision with vehicle","Saturday","Day",2,6,"Not at intersection",2,100,"A",2015,"WAGON","NISSAN","Station Wagon","F",20,"17-21","Drivers"
"T20190003548","23/2/19",18:45:00,"Collision with vehicle","Saturday","Day",2,6,"Not at intersection",2,100,"B",2015,"TRAY","FORD","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",22,"22-25","Drivers"
"T20190003551","23/2/19",20:58:00,"Collision with a fixed object","Saturday","Dark Street lights on",1,1,"Not at intersection",3,80,"A",2008,"SEDAN","VOLKS","Car","F",26,"26-29","Drivers"
"T20190003552","23/2/19",19:25:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"T intersection",3,50,"A",2011,"UTIL","HOLDEN","Utility","M",20,"17-21","Drivers"
"T20190003552","23/2/19",19:25:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"T intersection",3,50,"B",2007,"SEDAN","HOLDEN","Car","M",21,"17-21","Drivers"
"T20190003562","23/2/19",22:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Not at intersection",2,80,"A",2009,"UTIL","NISSAN","Utility","M",20,"17-21","Drivers"
"T20190003562","23/2/19",22:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Not at intersection",2,80,"B",2004,"COUPE","HYNDAI","Car","U",NA,"unknown","Drivers"
"T20190003563","24/2/19",03:03:00,"Collision with vehicle","Sunday","Dark No street lights",2,3,"Not at intersection",3,999,"A",2018,"WAGON","HYNDAI","Station Wagon","U",NA,"unknown","Drivers"
"T20190003563","24/2/19",03:03:00,"Collision with vehicle","Sunday","Dark No street lights",2,3,"Not at intersection",3,999,"B",2003,"DC UTE","HOLDEN","Utility","U",NA,"unknown","Drivers"
"T20190003567","23/2/19",23:40:00,"Fall from or in moving vehicle","Saturday","Dark No street lights",1,3,"Not at intersection",3,888,"A",2000,"UTIL","FORD","Utility","F",19,"17-21","Drivers"
"T20190003568","24/2/19",03:00:00,"Collision with a fixed object","Sunday","Dark Street lights on",1,1,"T intersection",3,60,"A",2002,"WAGON","HONDA","Station Wagon","F",23,"22-25","Drivers"
"T20190003569","23/2/19",00:20:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"Cross intersection",2,60,"A",2015,"SEDAN","MAZDA","Car","M",22,"22-25","Drivers"
"T20190003569","23/2/19",00:20:00,"Collision with vehicle","Saturday","Dark Street lights on",2,3,"Cross intersection",2,60,"B",1990,"SEDAN","NISSAN","Car","M",27,"26-29","Drivers"
"T20190003570","24/2/19",07:30:00,"Collision with vehicle","Sunday","Dusk/Dawn",2,2,"T intersection",3,60,"A",1997,"SEDAN","TOYOTA","Car","M",48,"40-49","Drivers"
"T20190003571","24/2/19",06:34:00,"Collision with a fixed object","Sunday","Dusk/Dawn",1,2,"Not at intersection",3,100,"A",1998,"WAGON","NISSAN","Station Wagon","M",25,"22-25","Drivers"
"T20190003575","24/2/19",06:30:00,"Collision with a fixed object","Sunday","Dark Street lights on",1,1,"Not at intersection",3,100,"A",2015,"SEDAN","B M W","Car","M",26,"26-29","Drivers"
"T20190003577","24/2/19",10:30:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",2,60,"A",2018,"SEDAN","KIA","Car","M",69,"64-69","Drivers"
"T20190003578","24/2/19",11:15:00,"Collision with vehicle","Sunday","Day",2,5,"Cross intersection",2,60,"A",2009,"SEDAN","TOYOTA","Car","M",40,"40-49","Drivers"
"T20190003580","24/2/19",12:00:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,60,"A",2013,"SED","HYNDAI","Car","F",71,"70+","Drivers"
"T20190003580","24/2/19",12:00:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,60,"B",2016,"WAGON","B M W","Station Wagon","F",64,"60-64","Drivers"
"T20190003585","24/2/19",09:50:00,"Struck Pedestrian","Sunday","Day",1,2,"Cross intersection",3,40,"A",2012,"SEDAN","HOLDEN","Car","F",80,"70+","Drivers"
"T20190003590","24/2/19",12:02:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",2,60,"A",2003,"SEDAN","TOYOTA","Car","F",35,"30-39","Drivers"
"T20190003594","24/2/19",15:00:00,"Collision with vehicle","Sunday","Day",2,5,"Not at intersection",3,60,"A",2011,"WAGON","NISSAN","Station Wagon","F",38,"30-39","Drivers"
"T20190003594","24/2/19",15:00:00,"Collision with vehicle","Sunday","Day",2,5,"Not at intersection",3,60,"B",2015,"SEDAN","SUZUKI","Car","F",26,"26-29","Drivers"
"T20190003598","24/2/19",11:30:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",2,50,"A",2015,"SEDAN","MAZDA","Car","F",36,"30-39","Drivers"
"T20190003599","23/2/19",18:05:00,"Collision with vehicle","Saturday","Day",2,3,"Cross intersection",3,60,"A",2016,"SEDAN","HONDA","Car","F",51,"50-59","Drivers"
"T20190003599","23/2/19",18:05:00,"Collision with vehicle","Saturday","Day",2,3,"Cross intersection",3,60,"B",2007,"SEDAN","FORD","Car","F",68,"64-69","Drivers"
"T20190003600","23/2/19",12:45:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",3,50,"A",2010,"SEDAN","TOYOTA","Car","F",24,"22-25","Drivers"
"T20190003602","24/2/19",13:54:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,60,"A",2009,"SEDAN","FORD","Car","F",32,"30-39","Drivers"
"T20190003603","24/2/19",14:39:00,"Collision with vehicle","Sunday","Day",4,4,"T intersection",3,60,"A",2005,"DC UTE","TOYOTA","Utility","M",22,"22-25","Drivers"
"T20190003603","24/2/19",14:39:00,"Collision with vehicle","Sunday","Day",4,4,"T intersection",3,60,"B",2011,"SEDAN","NISSAN","Car","F",27,"26-29","Drivers"
"T20190003603","24/2/19",14:39:00,"Collision with vehicle","Sunday","Day",4,4,"T intersection",3,60,"C",2007,"WAGON","HONDA","Station Wagon","M",66,"64-69","Drivers"
"T20190003603","24/2/19",14:39:00,"Collision with vehicle","Sunday","Day",4,4,"T intersection",3,60,"D",2008,"WAGON","SUBARU","Station Wagon","F",51,"50-59","Drivers"
"T20190003606","24/2/19",15:20:00,"Collision with vehicle","Sunday","Day",2,6,"Not at intersection",2,80,"A",2017,"S WAG","MERC B","Station Wagon","F",17,"16-17","Drivers"
"T20190003608","24/2/19",16:00:00,"Collision with a fixed object","Sunday","Day",1,2,"Not at intersection",3,100,"A",1998,"SED","HOLDEN","Car","M",20,"17-21","Drivers"
"T20190003609","22/2/19",18:05:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",2,999,"A",2013,"UTIL","NISSAN","Utility","M",63,"60-64","Drivers"
"T20190003609","22/2/19",18:05:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",2,999,"B",2005,"WAGON","FORD","Station Wagon","M",29,"26-29","Drivers"
"T20190003610","24/2/19",15:00:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,40,"A",2016,"WAGON","HOLDEN","Station Wagon","M",37,"30-39","Drivers"
"T20190003612","24/2/19",19:20:00,"Collision with vehicle","Sunday","Day",3,3,"Not at intersection",3,60,"A",1999,"S WAG","SUBARU","Station Wagon","M",28,"26-29","Drivers"
"T20190003612","24/2/19",19:20:00,"Collision with vehicle","Sunday","Day",3,3,"Not at intersection",3,60,"B",2004,"SEDAN","NISSAN","Car","M",56,"50-59","Drivers"
"T20190003612","24/2/19",19:20:00,"Collision with vehicle","Sunday","Day",3,3,"Not at intersection",3,60,"C",2007,"SEDAN","B M W","Car","F",36,"30-39","Drivers"
"T20190003613","24/2/19",19:10:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",2,100,"A",1998,"COUPE","HYNDAI","Car","F",55,"50-59","Drivers"
"T20190003615","24/2/19",18:30:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,40,"A",2011,"SEDAN","MITSUB","Car","M",25,"22-25","Drivers"
"T20190003616","24/2/19",18:55:00,"Collision with a fixed object","Sunday","Day",1,3,"Not at intersection",3,100,"A",2001,"S WAG","TOYOTA","Station Wagon","M",68,"64-69","Drivers"
"T20190003619","24/2/19",21:40:00,"Collision with a fixed object","Sunday","Dark No street lights",1,1,"Not at intersection",2,100,"A",2003,"SEDAN","MITSUB","Car","F",21,"17-21","Drivers"
"T20190003620","24/2/19",20:40:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"T intersection",1,50,"A",2006,"SEDAN","B M W","Car","U",NA,"unknown","Drivers"
"T20190003621","24/2/19",23:55:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"T intersection",2,80,"A",2017,"UTIL","HOLDEN","Utility","M",30,"30-39","Drivers"
"T20190003621","24/2/19",23:55:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"T intersection",2,80,"B",2007,"SEDAN","NISSAN","Car","F",23,"22-25","Drivers"
"T20190003628","25/2/19",07:55:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",2,40,"A",2014,"SEDAN","HOLDEN","Car","F",27,"26-29","Drivers"
"T20190003629","25/2/19",07:50:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"A",2012,"SEDAN","HYNDAI","Car","F",35,"30-39","Drivers"
"T20190003630","25/2/19",07:16:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",2,50,"A",1995,"TRAY","FORD","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",66,"64-69","Drivers"
"T20190003635","25/2/19",07:00:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,100,"A",2002,"VAN","MITSUB","Panel Van","M",26,"26-29","Drivers"
"T20190003636","25/2/19",08:00:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",2,60,"B",2015,"SEDAN","AUDI","Car","M",41,"40-49","Drivers"
"T20190003637","25/2/19",08:30:00,"Collision with vehicle","Monday","Day",3,9,"Not at intersection",2,60,"A",2016,"S WAG","HOLDEN","Station Wagon","F",28,"26-29","Drivers"
"T20190003637","25/2/19",08:30:00,"Collision with vehicle","Monday","Day",3,9,"Not at intersection",2,60,"B",2016,"UTIL","ISUZU","Utility","M",57,"50-59","Drivers"
"T20190003637","25/2/19",08:30:00,"Collision with vehicle","Monday","Day",3,9,"Not at intersection",2,60,"C",2007,"WAGON","MITSUB","Station Wagon","M",46,"40-49","Drivers"
"T20190003639","25/2/19",07:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",2,60,"A",2010,"WAGON","L ROV","Station Wagon","F",56,"50-59","Drivers"
"T20190003639","25/2/19",07:40:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",2,60,"B",2018,"VAN","LDV","Panel Van","M",24,"22-25","Drivers"
"T20190003641","25/2/19",06:02:00,"Struck Pedestrian","Monday","Dark Street lights on",1,2,"Not at intersection",1,50,"A",2012,"G UNIT","INTERN","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",32,"30-39","Drivers"
"T20190003642","25/2/19",09:00:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,60,"A",2014,"SEDAN","VOLKS","Car","F",23,"22-25","Drivers"
"T20190003642","25/2/19",09:00:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,60,"B",2008,"WAGON","JEEP","Station Wagon","F",40,"40-49","Drivers"
"T20190003642","25/2/19",09:00:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,60,"C",2006,"WAGON","TOYOTA","Station Wagon","M",55,"50-59","Drivers"
"T20190003646","25/2/19",08:20:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,100,"B",2013,"P MVR","KENWTH","Prime Mover - Single Trailer","M",31,"30-39","Drivers"
"T20190003647","25/2/19",12:05:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",2,80,"A",2010,"S WAG","SUBARU","Station Wagon","M",69,"64-69","Drivers"
"T20190003648","25/2/19",08:25:00,"Struck Pedestrian","Monday","Day",1,2,"T intersection",3,40,"A",2017,"SEDAN","TOYOTA","Car","F",42,"40-49","Drivers"
"T20190003650","25/2/19",08:00:00,"Struck Pedestrian","Monday","Day",1,2,"Not at intersection",2,40,"A",2004,"WAGON","TOYOTA","Station Wagon","F",36,"30-39","Drivers"
"T20190003651","25/2/19",07:25:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,80,"A",2002,"SEDAN","HONDA","Car","F",35,"30-39","Drivers"
"T20190003651","25/2/19",07:25:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,80,"B",1997,"SEDAN","TOYOTA","Car","M",31,"30-39","Drivers"
"T20190003651","25/2/19",07:25:00,"Collision with vehicle","Monday","Day",3,3,"Not at intersection",2,80,"C",2012,"SEDAN","TOYOTA","Car","F",73,"70+","Drivers"
"T20190003654","25/2/19",12:04:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",3,100,"A",2002,"S WAG","HOLDEN","Station Wagon","M",29,"26-29","Drivers"
"T20190003654","25/2/19",12:04:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",3,100,"B",0,"P MVR","UNKN","Prime Mover B-Double","M",47,"40-49","Drivers"
"T20190003657","25/2/19",15:50:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,100,"A",2015,"ST TRK","VOLVO","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",64,"60-64","Drivers"
"T20190003658","25/2/19",13:30:00,"Collision with vehicle","Monday","Day",4,5,"T intersection",2,60,"A",2002,"WAGON","TOYOTA","Car","M",53,"50-59","Drivers"
"T20190003658","25/2/19",13:30:00,"Collision with vehicle","Monday","Day",4,5,"T intersection",2,60,"B",2018,"DC UTE","MITSUB","Utility","M",36,"30-39","Drivers"
"T20190003658","25/2/19",13:30:00,"Collision with vehicle","Monday","Day",4,5,"T intersection",2,60,"C",2016,"WAGON","NISSAN","Station Wagon","F",43,"40-49","Drivers"
"T20190003658","25/2/19",13:30:00,"Collision with vehicle","Monday","Day",4,5,"T intersection",2,60,"D",2014,"WAGON","NISSAN","Station Wagon","M",38,"30-39","Drivers"
"T20190003659","25/2/19",15:30:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",2,60,"A",2018,"WAGON","TOYOTA","Station Wagon","F",66,"64-69","Drivers"
"T20190003659","25/2/19",15:30:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",2,60,"B",2000,"DC UTE","NISSAN","Utility","F",52,"50-59","Drivers"
"T20190003661","25/2/19",13:15:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",2,60,"A",2017,"WAGON","MAZDA","Station Wagon","M",88,"70+","Drivers"
"T20190003661","25/2/19",13:15:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",2,60,"B",2000,"F UNIT","INTERN","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",40,"40-49","Drivers"
"T20190003664","25/2/19",15:55:00,"Collision with vehicle","Monday","Day",2,5,"T intersection",2,80,"A",1997,"SEDAN","MAZDA","Car","F",77,"70+","Drivers"
"T20190003664","25/2/19",15:55:00,"Collision with vehicle","Monday","Day",2,5,"T intersection",2,80,"B",2016,"SEDAN","FORD","Car","M",26,"26-29","Drivers"
"T20190003665","25/2/19",13:15:00,"Collision with vehicle","Monday","Day",3,1,"Not at intersection",2,40,"A",2011,"UTIL","TOYOTA","Utility","M",62,"60-64","Drivers"
"T20190003667","23/2/19",21:45:00,"Collision with vehicle","Saturday","Dark Street lights unknown",2,2,"Not at intersection",3,999,"A",2001,"VAN","TOYOTA","Panel Van","M",29,"26-29","Drivers"
"T20190003667","23/2/19",21:45:00,"Collision with vehicle","Saturday","Dark Street lights unknown",2,2,"Not at intersection",3,999,"B",2016,"SEDAN","HONDA","Car","M",24,"22-25","Drivers"
"T20190003669","25/2/19",16:25:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",3,60,"A",2018,"WAGON","HOLDEN","Station Wagon","F",75,"70+","Drivers"
"T20190003669","25/2/19",16:25:00,"Collision with vehicle","Monday","Day",2,4,"Cross intersection",3,60,"B",2006,"WAGON","FORD","Station Wagon","M",48,"40-49","Drivers"
"T20190003670","25/2/19",16:00:00,"Collision with vehicle","Monday","Day",2,4,"T intersection",3,60,"A",2018,"SEDAN","TOYOTA","Car","M",53,"50-59","Drivers"
"T20190003670","25/2/19",16:00:00,"Collision with vehicle","Monday","Day",2,4,"T intersection",3,60,"B",2001,"SEDAN","HONDA","Car","M",34,"30-39","Drivers"
"T20190003671","25/2/19",17:05:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"A",2009,"SEDAN","FORD","Car","F",83,"70+","Drivers"
"T20190003671","25/2/19",17:05:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,80,"B",1982,"SEDAN","TOYOTA","Car","M",26,"26-29","Drivers"
"T20190003672","25/2/19",17:30:00,"Struck Pedestrian","Monday","Day",1,2,"Not at intersection",2,60,"A",2010,"SEDAN","SUBARU","Car","M",18,"17-21","Drivers"
"T20190003674","25/2/19",16:45:00,"Collision with vehicle","Monday","Day",2,4,"Not at intersection",3,100,"A",2012,"S WAG","HOLDEN","Station Wagon","F",24,"22-25","Drivers"
"T20190003674","25/2/19",16:45:00,"Collision with vehicle","Monday","Day",2,4,"Not at intersection",3,100,"B",2002,"SEDAN","TOYOTA","Car","M",69,"64-69","Drivers"
