"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","LGA_NAME","REGION_NAME","Lat","Long","Surface Cond Desc","Atmosph Cond Desc"
"T20190023951","29/11/19",16:32:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.79659149,145.1183886,"Dry","Clear"
"T20190023952","29/11/19",14:57:00,"Collision with a fixed object","Friday","Day",1,1,"Cross intersection",3,50,"MELTON","METROPOLITAN NORTH WEST REGION",-37.74693993,144.7489435,"Dry","Clear"
"T20190023953","29/11/19",19:00:00,"Collision with a fixed object","Friday","Day",2,3,"Not at intersection",3,100,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.72938156,144.8691759,"Wet","Raining"
"T20190023954","29/11/19",16:20:00,"Collision with vehicle","Friday","Day",4,6,"Not at intersection",3,100,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.65395337,144.9893502,"Dry","Clear"
"T20190023958","29/11/19",19:25:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"Cross intersection",3,60,"BASS COAST","EASTERN REGION",-38.60699847,145.5938888,"Wet","Raining"
"T20190023959","29/11/19",17:06:00,"Collision with a fixed object","Friday","Dusk/Dawn",1,1,"T intersection",2,60,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.88699634,145.0893824,"Dry","Clear"
"T20190023960","27/11/19",15:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"BALLARAT","WESTERN REGION",-37.56882043,143.8180325,"Dry","Not known"
"T20190023963","29/11/19",15:43:00,"Struck Pedestrian","Friday","Day",1,3,"Not at intersection",3,60,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.10150826,145.1877585,"Dry","Clear"
"T20190023964","29/11/19",18:30:00,"Vehicle overturned (no collision)","Friday","Day",1,1,"Not at intersection",2,100,"SOUTH GIPPSLAND","EASTERN REGION",-38.28075078,145.7744622,"Wet","Raining"
"T20190023968","9/11/19",09:00:00,"Collision with vehicle","Saturday","Day",3,3,"Not at intersection",3,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.69145237,144.882295,"Dry","Clear"
"T20190023972","29/11/19",18:50:00,"Collision with vehicle","Friday","Day",2,3,"Not at intersection",3,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.91892344,145.3516643,"Wet","Raining"
"T20190023973","29/11/19",21:40:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Cross intersection",3,50,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.80629056,144.9498088,"Wet","Raining"
"T20190023974","29/11/19",15:30:00,"Collision with vehicle","Friday","Day",2,4,"Not at intersection",3,40,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.8764805,144.6725414,"Dry","Clear"
"T20190023975","29/11/19",20:56:00,"Collision with vehicle","Friday","Dark Street lights on",2,3,"T intersection",3,80,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.01073102,145.1323737,"Dry","Raining"
"T20190023976","29/11/19",22:15:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Not at intersection",3,60,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.06708403,145.151703,"Wet","Raining"
"T20190023977","29/11/19",23:00:00,"Struck Pedestrian","Friday","Dark Street lights on",1,2,"Cross intersection",3,60,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.74410277,144.7998705,"Wet","Raining"
"T20190023980","29/11/19",22:56:00,"Collision with vehicle","Friday","Dark Street lights on",3,3,"Cross intersection",3,80,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.72944571,144.8152916,"Wet","Raining"
"T20190023981","29/11/19",23:20:00,"Struck Pedestrian","Friday","Dark Street lights on",1,2,"Not at intersection",3,100,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.08152588,145.440856,"Wet","Raining"
"T20190023983","30/11/19",00:04:00,"Collision with vehicle","Saturday","Dark Street lights on",4,4,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.84033706,144.9746536,"Wet","Raining"
"T20190023984","29/11/19",23:48:00,"Collision with vehicle","Friday","Dark Street lights on",2,3,"T intersection",3,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.65520032,144.9529995,"Wet","Raining"
"T20190023986","29/11/19",23:10:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Not at intersection",2,60,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80600958,144.9796929,"Wet","Raining"
"T20190023989","30/11/19",02:26:00,"Vehicle overturned (no collision)","Saturday","Dark No street lights",1,1,"Not at intersection",2,100,"CORANGAMITE","SOUTH WESTERN REGION",-38.26285277,142.8722788,"Dry","Clear"
"T20190023993","30/11/19",06:20:00,"Struck animal","Saturday","Dusk/Dawn",1,1,"Not at intersection",3,50,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.12586447,145.28698,"Wet","Fog"
"T20190023994","8/11/19",15:30:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.78700869,145.1437345,"Dry","Clear"
"T20190023995","26/10/19",15:00:00,"Vehicle overturned (no collision)","Saturday","Day",1,1,"Not at intersection",3,100,"ALPINE","NORTH EASTERN REGION",-36.59258179,146.9577971,"Wet","Raining"
"T20190024003","29/11/19",14:00:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.68948298,145.0396541,"Dry","Not known"
"T20190024006","30/11/19",09:50:00,"Struck animal","Saturday","Day",1,1,"Not at intersection",3,80,"MURRINDINDI","NORTH EASTERN REGION",-37.31900908,145.2964716,"Dry","Clear"
"T20190024009","14/11/19",10:30:00,"Vehicle overturned (no collision)","Thursday","Day",1,1,"Not at intersection",3,999,"TOWONG","NORTH EASTERN REGION",-36.65886265,147.4348894,"Dry","Clear"
"T20190024011","30/11/19",00:30:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"T intersection",3,50,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.75735993,144.9806826,"Wet","Raining"
"T20190024012","30/11/19",12:00:00,"Struck Pedestrian","Saturday","Day",1,2,"Not at intersection",3,50,"COLAC OTWAY","SOUTH WESTERN REGION",-38.75778156,143.6700211,"Dry","Clear"
"T20190024013","30/11/19",09:35:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,100,"WELLINGTON","EASTERN REGION",-38.13734881,146.7933119,"Dry","Clear"
"T20190024014","30/11/19",12:00:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.99166558,145.1505385,"Dry","Clear"
"T20190024015","28/11/19",09:00:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,50,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.96055638,145.1370735,"Dry","Clear"
"T20190024016","27/11/19",14:30:00,"Collision with vehicle","Wednesday","Unknown",2,2,"Cross intersection",3,60,"GEELONG","SOUTH WESTERN REGION",-38.09731672,144.3235982,"Unknown","Not known"
"T20190024017","30/11/19",13:32:00,"Collision with vehicle","Saturday","Day",2,4,"Cross intersection",3,70,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.93187756,145.0257845,"Dry","Clear"
"T20190024023","29/11/19",23:05:00,"Fall from or in moving vehicle","Friday","Dark Street lights on",1,5,"T intersection",3,60,"TOWONG","NORTH EASTERN REGION",-36.53068966,147.4942098,"Dry","Clear"
"T20190024027","30/11/19",14:35:00,"Collision with vehicle","Saturday","Day",3,5,"Not at intersection",3,80,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.71893614,144.8922834,"Dry","Clear"
"T20190024028","30/11/19",12:00:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,70,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.7107152,144.9613786,"Dry","Clear"
"T20190024029","30/11/19",13:34:00,"Fall from or in moving vehicle","Saturday","Day",1,1,"Not at intersection",3,100,"MOYNE","SOUTH WESTERN REGION",-38.05616593,142.8727979,"Dry","Clear"
"T20190024032","30/11/19",16:30:00,"Vehicle overturned (no collision)","Saturday","Day",1,1,"Not at intersection",3,60,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.81017824,145.2228621,"Dry","Clear"
"T20190024034","30/11/19",15:30:00,"Struck Pedestrian","Saturday","Day",1,2,"Cross intersection",3,60,"BALLARAT","WESTERN REGION",-37.59874163,143.8411629,"Dry","Clear"
"T20190024035","30/11/19",15:00:00,"Collision with a fixed object","Saturday","Day",1,1,"Not at intersection",2,80,"TOWONG","NORTH EASTERN REGION",-36.17629365,147.3387054,"Dry","Clear"
"T20190024036","30/11/19",17:30:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,50,"BALLARAT","WESTERN REGION",-37.56370388,143.8533294,"Dry","Clear"
"T20190024038","30/11/19",10:50:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,50,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.69222971,144.7571951,"Dry","Clear"
"T20190024040","30/11/19",00:35:00,"collision with some other object","Saturday","Dark No street lights",1,1,"Not at intersection",3,100,"MURRINDINDI","NORTH EASTERN REGION",-37.02413364,145.6890477,"Dry","Clear"
"T20190024041","30/11/19",17:40:00,"Collision with vehicle","Saturday","Day",2,2,"Cross intersection",3,60,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.79892065,144.8923579,"Dry","Clear"
"T20190024043","30/11/19",17:49:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,50,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.80744777,145.3812585,"Dry","Clear"
"T20190024045","30/11/19",19:00:00,"Struck Pedestrian","Saturday","Dusk/Dawn",1,2,"T intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.82537065,144.9569893,"Dry","Clear"
"T20190024050","30/11/19",18:03:00,"Collision with vehicle","Saturday","Day",3,4,"Not at intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.69645292,144.9225491,"Dry","Clear"
"T20190024051","30/11/19",14:30:00,"Collision with a fixed object","Saturday","Day",1,1,"T intersection",3,50,"MITCHELL","NORTHERN REGION",-37.20156823,145.0536827,"Dry","Clear"
"T20190024052","30/11/19",19:30:00,"Collision with a fixed object","Saturday","Day",1,2,"T intersection",2,50,"MITCHELL","NORTHERN REGION",-37.20678703,145.040161,"Dry","Clear"
"T20190024058","30/11/19",21:25:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Cross intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.8520335,144.9606592,"Dry","Clear"
"T20190024059","30/11/19",17:50:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,100,"WELLINGTON","EASTERN REGION",-38.06921954,147.0835468,"Dry","Clear"
"T20190024065","1/12/19",01:20:00,"Collision with vehicle","Sunday","Dark Street lights on",3,4,"Not at intersection",3,60,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.88251666,144.9961671,"Dry","Clear"
"T20190024066","30/11/19",20:54:00,"Collision with a fixed object","Saturday","Dark No street lights",1,2,"Not at intersection",3,100,"BENDIGO","NORTHERN REGION",-36.95723786,144.6542513,"Dry","Clear"
"T20190024075","30/11/19",09:50:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",3,40,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.83865726,144.9890671,"Dry","Clear"
"T20190024077","25/11/19",06:00:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,60,"MELTON","METROPOLITAN NORTH WEST REGION",-37.75795544,144.7396263,"Dry","Clear"
"T20190024081","18/11/19",07:30:00,"Collision with vehicle","Monday","Dusk/Dawn",2,2,"Cross intersection",3,60,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.76838693,144.9912167,"Dry","Clear"
"T20190024082","1/12/19",08:20:00,"Collision with vehicle","Sunday","Day",3,4,"Not at intersection",3,40,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.83194254,144.9555322,"Dry","Clear"
"T20190024084","29/11/19",19:00:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"Not at intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.79886285,144.983374,"Wet","Clear"
"T20190024086","28/11/19",09:45:00,"Struck Pedestrian","Thursday","Day",1,4,"Not at intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80578544,144.9891845,"Unknown","Not known"
"T20190024087","30/11/19",12:48:00,"Struck Pedestrian","Saturday","Day",1,2,"Not at intersection",3,999,"BANYULE","METROPOLITAN NORTH WEST REGION",-37.72919587,145.1280806,"Dry","Clear"
"T20190024092","30/11/19",21:10:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Not at intersection",3,60,"MARIBYRNONG","METROPOLITAN NORTH WEST REGION",-37.77045725,144.886455,"Dry","Clear"
"T20190024095","1/12/19",12:32:00,"Collision with vehicle","Sunday","Unknown",2,3,"Cross intersection",3,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.96886665,145.20505,"Dry","Clear"
"T20190024098","1/12/19",12:33:00,"Collision with vehicle","Sunday","Day",3,5,"Not at intersection",2,999,"YARRA","METROPOLITAN NORTH WEST REGION",-37.79548361,144.9942347,"Dry","Not known"
"T20190024099","1/12/19",12:40:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,100,"HEPBURN","WESTERN REGION",-37.32299033,144.1963636,"Wet","Raining"
"T20190024101","1/12/19",11:27:00,"Fall from or in moving vehicle","Sunday","Day",1,1,"Not at intersection",2,100,"NORTHERN GRAMPIANS","WESTERN REGION",-37.0813215,142.431423,"Muddy","Clear"
"T20190024102","1/12/19",10:00:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",2,100,"TOWONG","NORTH EASTERN REGION",-36.53184562,148.0347286,"Dry","Clear"
"T20190024105","1/12/19",14:15:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.78465728,144.972688,"Wet","Raining"
"T20190024106","26/11/19",14:15:00,"Vehicle overturned (no collision)","Tuesday","Day",1,1,"T intersection",3,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.84485173,144.9786855,"Unknown","Not known"
"T20190024107","1/12/19",14:34:00,"Collision with vehicle","Sunday","Day",2,1,"Not at intersection",3,50,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.70657491,144.7883629,"Wet","Raining"
"T20190024108","30/11/19",12:15:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.85633899,145.3734921,"Unknown","Not known"
"T20190024112","19/11/19",11:30:00,"Fall from or in moving vehicle","Tuesday","Day",1,2,"Not at intersection",2,999,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.80297581,145.0413853,"Dry","Clear"
"T20190024113","1/12/19",15:15:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",3,80,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.10473155,145.2152734,"Wet","Clear"
"T20190024116","1/12/19",16:00:00,"Collision with vehicle","Sunday","Day",2,4,"Not at intersection",2,100,"BAW BAW","EASTERN REGION",-38.30254625,145.8979779,"Wet","Raining"
"T20190024119","1/12/19",18:20:00,"Vehicle overturned (no collision)","Sunday","Day",1,1,"Not at intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.99792806,145.1667882,"Wet","Raining"
"T20190024120","26/11/19",06:00:00,"Collision with vehicle","Tuesday","Day",3,3,"Cross intersection",3,999,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.83712196,144.7195135,"Unknown","Clear"
"T20190024121","1/12/19",16:15:00,"Collision with vehicle","Sunday","Day",2,7,"Not at intersection",3,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.78092492,145.3260286,"Wet","Raining"
"T20190024122","1/12/19",18:05:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,50,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.9144576,145.369235,"Wet","Raining"
"T20190024128","1/12/19",17:10:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.79257889,144.9713489,"Wet","Clear"
"T20190024131","1/12/19",19:00:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",2,100,"MOYNE","SOUTH WESTERN REGION",-37.96403999,142.306664,"Wet","Raining"
"T20190024132","18/11/19",16:35:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,60,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.68201083,145.0294311,"Dry","Clear"
"T20190024133","1/12/19",20:34:00,"Collision with vehicle","Sunday","Dark Street lights unknown",2,2,"Cross intersection",2,50,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.87706475,144.614528,"Dry","Clear"
"T20190024135","1/12/19",18:36:00,"Collision with a fixed object","Sunday","Dusk/Dawn",1,2,"Not at intersection",2,100,"GLENELG","SOUTH WESTERN REGION",-37.92652913,141.2897371,"Wet","Raining"
"T20190024136","1/12/19",08:20:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.10942988,145.2835519,"Unknown","Not known"
"T20190024139","11/9/19",08:15:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,80,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.70203124,144.8024434,"Wet","Clear"
"T20190024140","1/12/19",23:49:00,"Collision with vehicle","Sunday","Dark Street lights on",2,5,"T intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.63984398,144.9237017,"Wet","Raining"
"T20190024142","1/12/19",21:06:00,"Collision with vehicle","Sunday","Dark Street lights on",2,3,"Not at intersection",1,60,"GEELONG","SOUTH WESTERN REGION",-38.10154488,144.3451774,"Dry","Clear"
"T20190024148","13/9/19",07:40:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"T intersection",3,999,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.87685567,145.0354461,"Dry","Clear"
"T20190024149","2/12/19",06:20:00,"Collision with vehicle","Monday","Day",4,4,"Not at intersection",3,70,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.02648399,145.4958091,"Wet","Raining"
"T20190024150","17/11/19",15:15:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.67199784,145.0175778,"Dry","Clear"
"T20190024152","23/11/19",12:00:00,"Vehicle overturned (no collision)","Saturday","Day",2,2,"Not at intersection",3,100,"SURF COAST","SOUTH WESTERN REGION",-38.36324194,143.9854891,"Dry","Not known"
"T20190024153","22/11/19",09:15:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.83117087,144.9969466,"Unknown","Not known"
"T20190024155","2/12/19",08:50:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,70,"BAW BAW","EASTERN REGION",-38.171751,145.9234047,"Wet","Raining"
"T20190024157","2/12/19",08:50:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.83037035,145.0262943,"Dry","Clear"
"T20190024158","2/12/19",06:40:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,80,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.90253978,145.2159805,"Dry","Clear"
"T20190024160","9/10/19",19:00:00,"Collision with vehicle","Wednesday","Unknown",2,2,"Not at intersection",3,60,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.85977987,145.0081124,"Dry","Clear"
"T20190024162","16/10/19",17:50:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,70,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-37.95319607,145.0767681,"Dry","Clear"
"T20190024163","23/11/19",10:30:00,"collision with some other object","Saturday","Day",1,1,"Not at intersection",3,888,"MACEDON RANGES","NORTHERN REGION",-37.49084142,144.4767,"Dry","Not known"
"T20190024165","29/11/19",15:30:00,"Struck Pedestrian","Friday","Unknown",1,2,"Cross intersection",3,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.80996352,144.958399,"Unknown","Not known"
"T20190024166","2/12/19",04:49:00,"Vehicle overturned (no collision)","Monday","Dusk/Dawn",1,1,"Not at intersection",3,110,"MILDURA","WESTERN REGION",-35.14451153,142.3623846,"Wet","Raining"
